date,Open,High,Low,Close,Volume,seconds
2024-02-26 01:00:00,51378.49000000,51408.00000000,51355.51000000,51384.00000000,170.94210000,1708880400
2024-02-26 01:15:00,51384.01000000,51482.05000000,51384.00000000,51436.61000000,153.19520000,1708881300
2024-02-26 01:30:00,51436.60000000,51500.00000000,51431.10000000,51500.00000000,103.28748000,1708882200
2024-02-26 01:45:00,51499.99000000,51578.44000000,51499.99000000,51559.97000000,175.09265000,1708883100
2024-02-26 02:00:00,51559.97000000,51579.79000000,51498.83000000,51521.82000000,181.94400000,1708884000
2024-02-26 02:15:00,51521.83000000,51550.00000000,51515.49000000,51523.23000000,85.66018000,1708884900
2024-02-26 02:30:00,51523.23000000,51551.01000000,51501.00000000,51551.01000000,70.14901000,1708885800
2024-02-26 02:45:00,51551.00000000,51579.99000000,51529.63000000,51579.98000000,111.41246000,1708886700
2024-02-26 03:00:00,51579.99000000,51600.00000000,51521.10000000,51561.90000000,154.72891000,1708887600
2024-02-26 03:15:00,51561.90000000,51694.37000000,51510.79000000,51659.58000000,400.93900000,1708888500
2024-02-26 03:30:00,51659.58000000,51719.83000000,51658.01000000,51706.73000000,359.79503000,1708889400
2024-02-26 03:45:00,51706.74000000,51738.85000000,51665.50000000,51672.96000000,191.51904000,1708890300
2024-02-26 04:00:00,51672.97000000,51910.00000000,51672.36000000,51899.99000000,731.84230000,1708891200
2024-02-26 04:15:00,51900.00000000,51958.55000000,51831.10000000,51902.09000000,611.14109000,1708892100
2024-02-26 04:30:00,51902.09000000,51906.70000000,51755.37000000,51810.00000000,346.93470000,1708893000
2024-02-26 04:45:00,51809.99000000,51822.00000000,51706.71000000,51735.80000000,224.55669000,1708893900
2024-02-26 05:00:00,51735.80000000,51770.17000000,51709.03000000,51736.29000000,177.70972000,1708894800
2024-02-26 05:15:00,51736.28000000,51748.04000000,51640.88000000,51674.64000000,204.24704000,1708895700
2024-02-26 05:30:00,51674.64000000,51761.08000000,51674.64000000,51717.52000000,184.82617000,1708896600
2024-02-26 05:45:00,51717.51000000,51780.00000000,51717.51000000,51766.84000000,143.00242000,1708897500
2024-02-26 06:00:00,51766.83000000,51766.84000000,51655.76000000,51731.09000000,172.78931000,1708898400
